apollo_location_code,stcotr
8959,6073017021
8960,6073017029
8961,6073017030
8962,6073021204
8963,6037261101
8964,6089012500
8965,6073017110
8966,6073021302
8967,6073990100
8968,6073009902
8969,6063000202
8970,6073020026
8971,6073015501
8972,6073008346
8973,6073018611
8974,6073018700
8975,6073019001
8976,6073019002
8977,6073019101
8978,6073019103
8979,6073020810
8980,6073020027
8981,6073010015
8982,6073022100
8983,6069000702
8984,6089011001
8985,6089012604
8986,6089012601
8987,6089011900
8988,6089011600
8989,6089011500
8990,6089012702
8991,6089012302
8992,6089012200
8993,6089012701
8994,6019005904
8995,6019005515
8996,6041132100
8997,6041128100
8998,6041128200
8999,6041126100
9000,6019007801
9001,6041110100
9002,6041107000
9003,6041119100
9004,6041104200
9005,6041104101
9006,6037239702
9007,6041101100
9008,6043000302
9009,6043000301
9010,6043000101
9011,6043000102
9012,6019008402
9013,6019008401
9014,6019007600
9015,6019008200
9016,6019005912
9017,6019006405
9018,6019005906
9019,6019007700
9020,6019007902
9021,6111001700
9022,6041990100
9023,6041131100
9024,6035040600
9025,6021010300
9026,6021010200
9027,6035040303
9028,6015000105
9029,6015000201
9030,6079012704
9031,6079010901
9032,6079011600
9033,6079010300
9034,6079012702
9035,6079012600
9036,6081613501
9037,6081613502
9038,6081613800
9039,6081613700
9040,6081613600
9041,6081609700
9042,6081609603
9043,6081609601
9044,6055201401
9045,6079010201
9046,6081990100
9047,6055201102
9048,6077004600
9049,6055201500
9050,6055201200
9051,6079011701
9052,6079012304
9053,6081613400
9054,6081613300
9055,6081613200
9056,6079011503
9057,6079010603
9058,6079012505
9059,6077004704
9060,6077004703
9061,6077005501
9062,6057001203
9063,6057001205
9064,6057001204
9065,6077003803
9066,6077004001
9067,6077005003
9068,6037190520
9069,6077003900
9070,6077003602
9071,6077002800
9072,6077005106
9073,6071009108
9074,6071009201
9075,6071009117
9076,6071010424
9077,6071011404
9078,6071025000
9079,6071011101
9080,6071011203
9081,6071011403
9082,6071010901
9083,6037117408
9084,6071010419
9085,6071011204
9086,6071011401
9087,6071010803
9088,6071010423
9089,6071010420
9090,6071010417
9091,6071012103
9092,6071012101
9093,6071002706
9094,6071009119
9095,6071009109
9096,6071009202
9097,6071008602
9098,6065040609
9099,6065042903
9100,6065043001
9101,6071008901
9102,6071011102
9103,6071011001
9104,6071011002
9105,6071010804
9106,6071010902
9107,6001410000
9108,6071000116
9109,6071000117
9110,6071000118
9111,6071010402
9112,6071010411
9113,6071010409
9114,6071010700
9115,6071011300
9116,6071004004
9117,6071010300
9118,6071008500
9119,6071011900
9120,6071009107
9121,6071011800
9122,6071010017
9123,6065042412
9124,6071010024
9125,6065041911
9126,6065041910
9127,6065042624
9128,6065042623
9129,6037262200
9130,6065044403
9131,6065043279
9132,6065043257
9133,6065043218
9134,6065051300
9135,6065044522
9136,6065044404
9137,6065044402
9138,6101050701
9139,6101050403
9140,6101050702
9141,6065940100
9142,6065047000
9143,6101051000
9144,6101050800
9145,6101051100
9146,6065040201
9147,6065040902
9148,6065044521
9149,6065044520
9150,6065044405
9151,6065043823
9152,6065043822
9153,6065043813
9154,6065043812
9155,6065043811
9156,6065042214
9157,6065042300
9158,6065042212
9159,6065043274
9160,6065051200
9161,6013304001
9162,6065049700
9163,6065043272
9164,6065041409
9165,6065043005
9166,6065042720
9167,6065042902
9168,6065042904
9169,6065042901
9170,6065042717
9171,6065042715
9172,6065048100
9173,6065042719
9174,6065042008
9175,6065046900
9176,6065045609
9177,6065042745
9178,6065045900
9179,6105000400
9180,6105000200
9181,6105000300
9182,6013313103
9183,6013355112
9184,6013355306
9185,6013360102
9186,6013345114
9187,6013346204
9188,6013345203
9189,6013357000
9190,6111008305
9191,6111008402
9192,6013361000
9193,6013322000
9194,6013334004
9195,6013346102
9196,6013348000
9197,6013347000
9198,6013346201
9199,6013345202
9200,6013345108
9201,6111000304
9202,6111008500
9203,6013341000
9204,6013340002
9205,6013321103
9206,6013318000
9207,6013315000
9208,6013356002
9209,6111001206
9210,6111001900
9211,6111000800
9212,6111007300
9213,6111005305
9214,6111005906
9215,6111007512
9216,6111007511
9217,6111007405
9218,6111005802
9219,6111005801
9220,6111001001
9221,6111000903
9222,6111000901
9223,6111000100
9224,6111005100
9225,6111000200
9226,6111007614
9227,6111007510
9228,6111007509
9229,6049000300
9230,6049000400
9231,6049000200
9232,6007001600
9233,6007003300
9234,6017032000
9235,6017031900
9236,6017030807
9237,6017030200
9238,6017030901
9239,6017030502
9240,6017031504
9241,6017030808
9242,6017030504
9243,6033000501
9244,6007003700
9245,6033000300
9246,6007003002
9247,6007002601
9248,6007001704
9249,6037293307
9250,6007002500
9251,6007002400
9252,6007001500
9253,6007001400
9254,6007003600
9255,6001408100
9256,6001435102
9257,6001435300
9258,6037224310
9259,6037106407
9260,6037104821
9261,6037104124
9262,6037910501
9263,6001437101
9264,6001435104
9265,6001430200
9266,6001450752
9267,6075047802
9268,6001450601
9269,6001440100
9270,6001404400
9271,6075012100
9272,6087123100
9273,6087122300
9274,6087122500
9275,6075032902
9276,6087122003
9277,6087120900
9278,6047002000
9279,6087120800
9280,6087122002
9281,6087100500
9282,6027000800
9283,6027000500
9284,6087122400
9285,6087120301
9286,6087120200
9287,6087120600
9288,6087122001
9289,6087121000
9290,6087121100
9291,6087121200
9292,6075026003
9293,6075026002
9294,6027000200
9295,6047002100
9296,6047002401
9297,6047000402
9298,6047000401
9299,6047000201
9300,6047001902
9301,6047001901
9302,6047000503
9303,6095250106
9304,6031001601
9305,6031981800
9306,6095252104
9307,6031000200
9308,6031000100
9309,6031001200
9310,6095252102
9311,6095253300
9312,6031001701
9313,6023011600
9314,6023011500
9315,6023990100
9694,10001042500
9316,6023010502
9317,6023010400
9318,6023010300
9319,6023010200
9320,6023001200
9321,6023010102
9322,6023000900
9323,6037573003
9324,6037911001
9325,6037910813
9326,6037910504
9327,6037460401
9328,6037576903
9329,6037401304
9330,6037800506
9331,6037800504
9332,6037800410
9333,6037800408
9334,6037800406
9335,6037800330
9336,6037800329
9337,6037190402
9338,6037127805
9339,6037211122
9340,6037404503
9341,6037194101
9342,6037192001
9343,6037531602
9344,6037603600
9345,6037531603
9346,6037134306
9347,6037123420
9348,6037920326
9349,6037189400
9350,6037194102
9351,6037189101
9352,6037231600
9353,6037571102
9354,6037139802
9355,6037930301
9356,6037139702
9357,6037134720
9358,6037141303
9359,6037404600
9360,6037238320
9361,6037106603
9362,6037211410
9363,6037211320
9364,6037609900
9365,6037901210
9366,6037294820
9367,6037113321
9368,6037554517
9369,6037127804
9370,6037576502
9371,6037800101
9372,6037800102
9373,6037800202
9374,6037190700
9375,6037214000
9376,6037228600
9377,6037261200
9378,6037575801
9379,6037462400
9380,6037264301
9381,6037265510
9382,6037980019
9383,6037139302
9384,6037139703
9385,6037267100
9386,6037910206
9387,6037920303
9388,6037920314
9389,6037141700
9390,6037920104
9391,6037920034
9392,6037910808
9544,8019014700
9393,6037930200
9394,6037800326
9395,6037920011
9396,6037910811
9397,6037901213
9398,6037920106
9399,6037920107
9400,6037910804
9401,6037204820
9402,6037117303
9403,6037800204
9404,6037930101
9405,6037900900
9406,6037910810
9407,6037920032
9408,6037143700
9409,8035014202
9410,6037143902
9411,6037143901
9412,6037183520
9413,8051963700
9414,8051963600
9415,8051963800
9416,8021974900
9417,8021974800
9418,8071000800
9419,8071000100
9420,8071000300
9421,8071000500
9422,8037000502
9423,8037000302
9424,8037000403
9425,8037000701
9426,8037000401
9427,8037000503
9428,8037000100
9429,8037000600
9430,8037000200
9431,8043979400
9432,8043979100
9433,8045951901
9434,8045951701
9435,8069002600
9436,8045951902
9437,8045951702
9438,8045952001
9439,8045952002
9440,8045951803
9441,8001009326
9442,8065961900
9443,8067970704
9444,8001008353
9445,8089968200
9446,8089968400
9447,8089968300
9448,8125963200
9449,8125963100
9450,8089968000
9451,8089968500
9452,8067971100
9453,8067970900
9454,8067970800
9455,8067940400
9456,8067970600
9457,8011966700
9458,8017960600
9459,8039961209
9460,8039961208
9461,8039961207
9462,8039961205
9463,8001008551
9464,8069002502
9465,8069002801
9466,8069002401
9467,8069001808
9468,8069002402
9469,8001008535
9470,8069001809
9471,8069001709
9472,8029965100
9473,8029964900
9474,8029964800
9475,8029964700
9476,8069002300
9477,8113968102
9478,8087000600
9479,8087000200
9480,8087000100
9481,8087000800
9482,8099000700
9483,8059009829
9484,8079973600
9485,8115968300
9486,8073961700
9487,8073961800
9488,8059060500
9489,8059011401
9490,8059012026
9491,8059012035
9492,8059012037
9493,8059012031
9494,8059012032
9495,8059012033
9496,8059012027
9497,8059009848
9498,8059009845
9499,8059009846
9500,8059009808
9501,8059012058
9502,8083941100
9503,8059012036
9504,8103951200
9505,8103951100
9506,8083969000
9507,8083969600
9508,8059011300
9509,8035014300
9510,8035014602
9511,8095967600
9512,8035013909
9513,8101003600
9514,8101002804
9515,8063962200
9516,8063962300
9517,8063962100
9518,8101002917
9519,8105976700
9520,8105977000
9521,8101002903
9522,8101003200
9523,8035014505
9524,8035014603
9525,8035014403
9526,8035014404
9527,8077001404
9528,8077001403
9529,8077000900
9530,8077001800
9531,8077001702
9532,8035014203
9533,8077001200
9534,8035014009
9535,8035014011
9536,8035013911
9537,8035013908
9538,8107000700
9539,8107000500
9540,8013012510
9541,8009964600
9542,8009964700
9543,8013012201
9545,8019014900
9546,8057955600
9547,8013060600
9548,8123002103
9549,8123000300
9550,8123000402
9551,8123002502
9552,8123001500
9553,8123002300
9554,8123001600
9555,8123002501
9556,8111972600
9557,8121924100
9558,8014031200
9559,8123001409
9560,8007974200
9561,8007974400
9562,8007974300
9563,8047013800
9564,8093000500
9565,8093000400
9566,8093000100
9567,8093000300
9568,8041004601
9569,8041007602
9570,8041003802
9571,8041003400
9572,8005006706
9573,8041003705
9574,8041003305
9575,8041004403
9576,8041003306
9577,8041005104
9578,8041003707
9579,8041002501
9580,8041003100
9581,8055960600
9582,8005005620
9583,8005080500
9584,8041003902
9585,8041003702
9586,8005007101
9587,8041007500
9588,8041003909
9589,8005007106
9590,8005006713
9591,8005084700
9592,8005083400
9593,9001035300
9594,9001060400
9595,9001010101
9596,9001230502
9597,9001230501
9598,9001010300
9599,9001035400
9600,9001220200
9601,9001230100
9602,9001230300
9603,9001230400
9604,9001245400
9605,9001200100
9606,9001110301
9607,9003484200
9608,9001090400
9609,9001220300
9610,9001055100
9611,9001055200
9612,9001050300
9613,9001045102
9614,9011660101
9615,9011660102
9616,9001045101
9617,9001045200
9618,9011716102
9619,9011716101
9620,9011714101
9621,9011870100
9622,9011695201
9623,9011695202
9624,9011696200
9625,9011711100
9626,9011705400
9627,11001004902
9628,9011714104
9629,9011714103
9630,9015902200
9631,9013840100
9632,9013526101
9633,9013890202
9634,9013890201
9635,9015830100
9636,9015907100
9637,9015903200
9638,9013538100
9639,9015800500
9640,9013860100
9641,9013881100
9642,9013881300
9643,9013881500
9644,9013890100
9645,9003473502
9646,9003430601
9647,9003481000
9648,9003468101
9649,9003468102
9650,9003504100
9651,9003473501
9652,9007640100
9653,9007560100
9654,9007550202
9655,9007595102
9656,9007550201
9657,9005253600
9658,9005298400
9659,9005300100
9660,9005300400
9661,9005253200
9662,9005261100
9663,9005349100
9664,9005310700
9665,9005360100
9666,9005360200
9667,9009140700
9668,9005362101
9669,9005362102
9670,9005425600
9671,9009142000
9672,9009186100
9673,9009186200
9674,9009167100
9675,9009167202
9676,9009155000
9677,9009346101
9678,9009175400
9679,11001002600
9680,9009190301
9681,9009194201
9682,9009346102
9683,9009352300
9684,9009194202
9685,9009348122
9686,9009171500
9687,10001040502
9688,9009361401
9689,9009344200
9690,10001043400
9691,10001040203
9692,10001040202
9693,10001041802
9695,10003013800
9772,12071030300
9696,10003014808
9697,10003016801
9698,10003011900
9699,10003016904
9700,10003016804
9701,10003016305
9702,10003016404
9703,10005051204
9704,10003990100
9705,10005051306
9706,10005051305
9707,10005051201
9708,10005051006
9709,10005050705
9710,10005051005
9711,10005050503
9712,11001006202
9713,10005051702
9714,10005050801
9715,10005050302
9716,10005050501
9717,10003016901
9718,10003011700
9719,10003014404
9720,10003013610
9721,10003013503
9722,10003013501
9723,10003011800
9724,10003015000
9725,11001002201
9726,11001004100
9727,11001007301
9728,11001009810
9729,11001009204
9730,11001000100
9731,11001000501
9732,11001000801
9733,11001000802
9734,11001000902
9735,18113972600
9736,12009980000
9737,12017450101
9738,12017450302
9739,12017450500
9740,12017451700
9741,12017450800
9742,12017451000
9743,12017451200
9744,12017450304
9745,12011980000
9746,12017450602
9747,12037970200
9748,12037970100
9749,12037970302
9750,12009071301
9751,12011010601
9752,12011040601
9753,12086011401
9754,12047960200
9755,12081001914
9756,12071001907
9757,12071030100
9758,12071040114
9759,12086009021
9760,12069031202
9761,12069030107
9762,12086005303
9763,12086003707
9764,12045960300
9765,12045960200
9766,12045960100
9767,12069031204
9768,12069031203
9769,12069031311
9770,15003011300
9771,12069030106
9773,12031010102
9774,12031010103
9775,12031010301
9776,12023110300
9777,12023110500
9778,12023110700
9779,12023110800
9780,12069031000
9781,12071990000
9782,12065250200
9783,12065250102
9784,12065250101
9785,12033003613
9786,12033002604
9787,12086011404
9788,12086000807
9789,12067960100
9790,12067960200
9791,12023110602
9792,12023110901
9793,12129010203
9794,12057010213
9795,12057010814
9796,12057003700
9797,12057980300
9798,12057980700
9799,12103020108
9800,12057013307
9801,12057013315
9802,12057013921
9803,12013010100
9804,12013010300
9805,12013010200
9806,12103027308
9807,12086980500
9808,12103027501
9809,12115002712
9810,12115002718
9811,12115002722
9812,12003040202
9813,12117021201
9814,12083000701
9815,12083000702
9816,12083002702
9817,12083000601
9818,12083000602
9819,12117021609
9820,12083000301
9821,12083001302
9822,12101032402
9823,12121970600
9824,12121970100
9825,12121970200
9826,12121970400
9827,12121970500
9828,12121970302
9829,12121970301
9830,12101033101
9831,12109990100
9832,12083000100
9833,12083000200
9834,12083002402
9835,12117020703
9836,12085001500
9837,12085001602
9838,12085001802
9839,12117020701
9840,12095017805
9841,12007000300
9842,12007000400
9843,12007000100
9844,12007000200
9845,12083001104
9846,12083001103
9847,12083001005
9848,12109021406
9849,12109020902
9850,12073002303
9851,12083002605
9852,12083000401
9853,12115002713
9854,12109020708
9855,12109021102
9856,12117021313
9857,12109021101
9858,12055980100
9859,12055961400
9860,12055961500
9861,12055960900
9862,12001001907
9863,12001001908
9864,12109021204
9865,12109021203
9866,12073002302
9867,12019031500
9868,12019031200
9869,12117021204
9870,12117021315
9871,12073002510
9872,12019030102
9873,12019030104
9874,12019030202
9875,12019030201
9876,12019031105
9877,12019031106
9878,12019030103
9879,12055961601
9880,12083002601
9881,12055961602
9882,12073001902
9883,12073002702
9884,12073002701
9885,12039020400
9886,12039020800
9887,12051000600
9888,12051000300
9889,12051000200
9890,12051000402
9891,12051000401
9892,12073002413
9893,12073002508
9894,12097041500
9895,12035060208
9896,12125960200
9897,12125960100
9898,12125960300
9899,12053041502
9900,12043000100
9901,12131950302
9902,12131950501
9903,12027010101
9904,12027010102
9905,12099001600
9906,12099007912
9907,12099008001
9908,12099007756
9909,12005000500
9910,12035060206
9911,12035060104
9912,12095017104
9913,12095017105
9914,12099002400
9915,12095012403
9916,12099000406
9917,12097041100
9918,12097043700
9919,12097043600
9920,12097042100
9921,12097041300
9922,12079110200
9923,12079110100
9924,12079110301
9925,12079110302
9926,12035060207
9927,12095016804
9928,12095018900
9929,12097042800
9930,12097042900
9931,12097040902
9932,12097040804
9933,12097043206
9934,12095017108
9935,12095017109
9936,12097041001
9937,12099004012
9938,12005000300
9939,12005000202
9940,12015010100
9941,12015010502
9942,12105011721
9943,12105014600
9944,12105012411
9945,12075970400
9946,12075970700
9947,12075970200
9948,12075970500
9949,12075970102
9950,12075970302
9951,12075970101
9952,12075970301
9953,12099005409
9954,12061050902
9955,12095016602
9956,12105011832
9957,12105014203
9958,12105013102
9959,12105014804
9960,12105015702
9961,12105012503
9962,12105014702
9963,12105014501
9964,12095017804
9965,12095016601
9966,12095017902
9967,12095017103
9968,12105016100
9969,12105014902
9970,12105015404
9971,12105015402
9972,12105014005
9973,12105012404
9974,12105015301
9975,12061050903
9976,12105012700
9977,12105014121
9978,12105014201
9979,12105014400
9980,12105014123
9981,12105012502
9982,12105012802
9983,12105012803
9984,12105012804
9985,12105014124
9986,12105016003
9987,12105014103
9988,12105014105
9989,12105014104
9990,12105980000
9991,12053040101
9992,12053040201
9993,12099006802
9994,12061050904
9995,12053041600
9996,12099007007
9997,12099007418
9998,12001002101
9999,12095017802
10000,12095017501
10001,12099007762
10002,12095017901
10003,12095016802
10004,12095016729
10005,12099007742
10006,12127080100
10007,12107950202
10008,12133970301
10009,12133970303
10010,12133970302
10011,12127083003
10012,12127082704
10013,12127091013
10014,12127091005
10015,12113010100
10016,12113010704
10017,12119910402
10018,12119980000
10019,12021011102
10020,12111382200
10021,12113010808
10022,12113010707
10023,12113010819
10024,12021011202
10025,12127080807
10026,12127091018
10027,12127090803
10028,12127083206
10029,12089050400
10030,12089050502
10031,12089050302
10032,12089050303
10033,12089050301
10034,12111380700
10035,12021011302
10036,12127091029
10037,12089050202
10038,12089050504
10039,12089050503
10040,12111381402
10041,13079070201
10042,12111381502
10043,12111382003
10044,12127090204
10045,12127090307
10046,12111382010
10047,12111382109
10048,12111382106
10049,12127082904
10050,12127091024
10051,12127090306
10052,12091020100
10053,12091020600
10054,12091020700
10055,12091020800
10056,15009030303
10057,12127091027
10058,12127083209
10059,12127090304
10060,13235950300
10061,13083040101
10062,13045911200
10063,13059150400
10064,13039010403
10065,13059140300
10066,13173950200
10067,13173950100
10068,13059150900
10069,13023790200
10070,13113140208
10071,13113140303
10072,13113140203
10073,13113140204
10074,13113140305
10075,13169030103
10076,13169030200
10077,13169030301
10078,13169030302
10079,13169030101
10080,13213010700
10081,13213010600
10082,13213010300
10083,13213010500
10084,13213010400
10085,13039010601
10086,13039010302
10087,13039010100
10088,13127000403
10089,13127000401
10090,13127000300
10091,13263960100
10092,13263960200
10093,13263960300
10094,13299950800
10095,13299950200
10096,13299950900
10097,13299950100
10098,13247060404
10099,13247060304
10100,17031770300
10101,13247060405
10102,13247060102
10103,13107970100
10104,13107970600
10105,13107970400
10106,13107970300
10107,13107970200
10108,13107970500
10109,13117130205
10110,13117130603
10111,13117130610
10112,13073030504
10113,13073030401
10114,13073030505
10115,13073030503
10116,13073030506
10117,13073030304
10118,13117130301
10119,13117130102
10120,13117130201
10121,13073030302
10122,13117130608
10123,13117130203
10124,13009970600
10125,13009970500
10126,13117130403
10127,13117130101
10128,13117130104
10129,13009970300
10130,13009970200
10131,13009970800
10132,13295020100
10133,13295020501
10134,13295020700
10135,13295020602
10136,13295020301
10137,13295020302
10138,13063040608
10139,13051011107
10140,13301970500
10141,13301970400
10142,13105000300
10143,13225040200
10144,13279970500
10145,13065970100
10146,13065970200
10147,13033950900
10148,13033950500
10149,13033950400
10150,13033950700
10151,13219030500
10152,13219030100
10153,13049010200
10154,13049010100
10155,13109970300
10156,13109970200
10157,13109970100
10158,13063040620
10159,13051011500
10160,13239960300
10161,13051010802
10162,13151070403
10163,13151070502
10164,13151070205
10165,13151070114
10166,13151070110
10167,13179010502
10168,13179010501
10169,13179010208
10170,13151070306
10171,13179010101
10172,13019970300
10173,13019970200
10174,13019970100
10175,13075960100
10176,13075960400
10177,13075960300
10178,13075960200
10179,13019970600
10180,13179010600
10181,13179010400
10182,13245010905
10183,13229960200
10184,13229960100
10185,13229960400
10186,13229960300
10187,13245010711
10188,13245010906
10189,13245010712
10190,13119890200
10191,13245010204
10192,13093970200
