Population = 100
0 8 F 0 -1 -1
27 32 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
28 56 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
29 14 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
30 26 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
31 16 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
32 23 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
33 6 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
34 54 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
35 50 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
36 92 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
37 14 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
38 35 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
39 3 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
40 96 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
41 96 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
42 13 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
43 68 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
44 20 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
45 67 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
46 48 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
47 47 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
48 32 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
49 14 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
50 42 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
51 41 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
52 70 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
53 51 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
54 81 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
55 64 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
56 73 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
57 44 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
58 60 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
59 86 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
60 81 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
61 95 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
62 63 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
63 59 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
64 2 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
65 3 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
66 19 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
67 42 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
68 47 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
69 76 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
70 31 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
71 41 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
72 9 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
73 15 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
74 54 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
75 38 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
76 68 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
77 84 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
78 65 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
79 81 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
80 17 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
81 65 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
82 37 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
83 5 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
84 45 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
85 70 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
86 78 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
87 86 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
88 78 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
89 79 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
90 1 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
91 19 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
92 21 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
93 81 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
94 3 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
95 45 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
96 84 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
97 77 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
98 99 M 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
99 2 F 0 -1 -1
1: 1 1 1
2: 1 1 1
3: 1 1 1
4: 1 1 1
5: 1 1 1
6: 1 0 0
7: 1 0 0
